,loss,accuracy,val_loss,val_accuracy
0,1.3610975742340088,0.661216676235199,0.634530782699585,0.8486999869346619
1,0.5154793858528137,0.8676166534423828,0.40938520431518555,0.8895000219345093
2,0.3946014642715454,0.8907999992370605,0.3462689518928528,0.9041000008583069
3,0.3480973541736603,0.901199996471405,0.31499674916267395,0.9111999869346619
4,0.32049882411956787,0.9088333249092102,0.2955624759197235,0.9144999980926514
5,0.30083614587783813,0.9143666625022888,0.27706941962242126,0.9204000234603882
6,0.2850714921951294,0.9185333251953125,0.26704978942871094,0.9251000285148621
7,0.2718158960342407,0.9222166538238525,0.25645074248313904,0.9269000291824341
8,0.25969916582107544,0.925849974155426,0.24429450929164886,0.9312000274658203
9,0.24888990819454193,0.9295166730880737,0.2355741411447525,0.9320999979972839
10,0.23877836763858795,0.9315833449363708,0.22849494218826294,0.9340000152587891
11,0.2295139580965042,0.9342666864395142,0.2212727963924408,0.9351999759674072
12,0.22131894528865814,0.9366166591644287,0.21282348036766052,0.9383000135421753
13,0.21304555237293243,0.9391666650772095,0.20534440875053406,0.941100001335144
14,0.2057950347661972,0.9417499899864197,0.19854219257831573,0.9422000050544739
15,0.19892673194408417,0.9433666467666626,0.1943175196647644,0.9434000253677368
16,0.19232459366321564,0.9455000162124634,0.18793514370918274,0.9459999799728394
17,0.1862494945526123,0.9471333622932434,0.18200720846652985,0.9473999738693237
18,0.18025696277618408,0.9490166902542114,0.17713017761707306,0.9488000273704529
19,0.17500731348991394,0.9500166773796082,0.17207403481006622,0.9509000182151794
20,0.16962845623493195,0.9514666795730591,0.16968172788619995,0.951200008392334
21,0.1649715006351471,0.9535999894142151,0.16479462385177612,0.95169997215271
22,0.16039110720157623,0.9544333219528198,0.16045720875263214,0.9528999924659729
23,0.15600085258483887,0.9560499787330627,0.1575642079114914,0.9537000060081482
24,0.1517658233642578,0.9570500254631042,0.15257121622562408,0.9555000066757202
25,0.1478918492794037,0.9575999975204468,0.15021196007728577,0.9562000036239624
26,0.1440902203321457,0.9587833285331726,0.14794999361038208,0.9567000269889832
27,0.14056167006492615,0.9598166942596436,0.14385345578193665,0.9577000141143799
28,0.1370573192834854,0.9613500237464905,0.14218845963478088,0.9578999876976013
29,0.1338633894920349,0.962066650390625,0.13901777565479279,0.9584000110626221
30,0.13058778643608093,0.9629166722297668,0.13675984740257263,0.960099995136261
31,0.12789559364318848,0.9636333584785461,0.13328373432159424,0.9609000086784363
32,0.12491437792778015,0.9647666811943054,0.12987284362316132,0.9617999792098999
33,0.12219603359699249,0.9649666547775269,0.128950834274292,0.9621000289916992
34,0.11955603212118149,0.9660999774932861,0.12708856165409088,0.9629999995231628
35,0.11692627519369125,0.9668999910354614,0.12573179602622986,0.9629999995231628
36,0.11446960270404816,0.9674000144004822,0.1235864982008934,0.9628999829292297
37,0.11208578944206238,0.9682000279426575,0.12030526250600815,0.9638000130653381
38,0.10980239510536194,0.9685333371162415,0.11933338642120361,0.964900016784668
39,0.10759913921356201,0.9697166681289673,0.11649277061223984,0.9653000235557556
40,0.10552386939525604,0.9696833491325378,0.11542265862226486,0.9660000205039978
41,0.10329162329435349,0.9706500172615051,0.11417791992425919,0.9653000235557556
42,0.10137061029672623,0.9707499742507935,0.11195804178714752,0.9668999910354614
43,0.09934896975755692,0.9719333052635193,0.11036418378353119,0.967199981212616
44,0.09737280756235123,0.9721500277519226,0.10919315367937088,0.9679999947547913
45,0.09547850489616394,0.9731166958808899,0.10953757166862488,0.9682999849319458
46,0.09397101402282715,0.9732833504676819,0.10708923637866974,0.968500018119812
47,0.0920710638165474,0.9737833142280579,0.10644466429948807,0.9685999751091003
48,0.09050527215003967,0.9744666814804077,0.10499288141727448,0.968500018119812
49,0.08892766386270523,0.9749000072479248,0.10364209115505219,0.9699000120162964
50,0.08727601170539856,0.9755499958992004,0.10312474519014359,0.9693999886512756
51,0.08566708862781525,0.9753999710083008,0.10010428726673126,0.970300018787384
52,0.08425959944725037,0.9761999845504761,0.10071700066328049,0.9699000120162964
53,0.08272875845432281,0.9763333201408386,0.10022927820682526,0.9704999923706055
54,0.08142322301864624,0.9768666625022888,0.10034944117069244,0.9706000089645386
55,0.07987653464078903,0.9775500297546387,0.09669885039329529,0.9715999960899353
56,0.07868791371583939,0.9778833389282227,0.09646746516227722,0.97079998254776
57,0.07739772647619247,0.9782333374023438,0.09609077125787735,0.9714999794960022
58,0.07611562311649323,0.9784500002861023,0.0947616919875145,0.972000002861023
59,0.074801005423069,0.9790499806404114,0.09456218034029007,0.9707000255584717
60,0.07365629822015762,0.979116678237915,0.09427481144666672,0.9717000126838684
61,0.07243365794420242,0.9795500040054321,0.09160418808460236,0.9733999967575073
62,0.07126301527023315,0.9798833131790161,0.09212314337491989,0.9729999899864197
63,0.07022175937891006,0.9804333448410034,0.09366406500339508,0.9718000292778015
64,0.06917857378721237,0.980566680431366,0.09100370109081268,0.9726999998092651
65,0.06792224198579788,0.9811333417892456,0.09075456112623215,0.9728999733924866
66,0.06698808819055557,0.9810666441917419,0.08909345418214798,0.9736999869346619
67,0.06591279059648514,0.9813666939735413,0.08862660080194473,0.973800003528595
68,0.06497535854578018,0.9817666411399841,0.08867867290973663,0.973800003528595
69,0.06405967473983765,0.9820500016212463,0.08720007538795471,0.9745000004768372
70,0.06304561346769333,0.9824000000953674,0.08784594386816025,0.9739999771118164
71,0.062134601175785065,0.982616662979126,0.08692898601293564,0.9746000170707703
72,0.06116000935435295,0.982866644859314,0.0852402001619339,0.9746999740600586
73,0.060296688228845596,0.9831333160400391,0.08495920896530151,0.9751999974250793
74,0.05943121388554573,0.9833499789237976,0.08437670022249222,0.974399983882904
75,0.058405570685863495,0.9839000105857849,0.08585640043020248,0.9740999937057495
76,0.057635124772787094,0.984250009059906,0.08350732922554016,0.9760000109672546
