,loss,accuracy,val_loss,val_accuracy
0,1.49774169921875,0.597683310508728,0.6897445917129517,0.8277999758720398
1,0.5191721320152283,0.8619499802589417,0.40165582299232483,0.8859000205993652
2,0.37937089800834656,0.892549991607666,0.33314913511276245,0.9014999866485596
3,0.3285268545150757,0.9060999751091003,0.3011378049850464,0.9103999733924866
4,0.2985164523124695,0.9144666790962219,0.27719125151634216,0.9175000190734863
5,0.2761608362197876,0.9213833212852478,0.2590237855911255,0.9240000247955322
6,0.2592480182647705,0.9259333610534668,0.24391083419322968,0.930400013923645
7,0.24420084059238434,0.9303500056266785,0.23086711764335632,0.9330999851226807
8,0.23131434619426727,0.9337999820709229,0.22029775381088257,0.9359999895095825
9,0.21995463967323303,0.9371333122253418,0.2085186094045639,0.9387999773025513
10,0.2095550149679184,0.9398333430290222,0.20257042348384857,0.9398999810218811
11,0.19978517293930054,0.9430000185966492,0.19364608824253082,0.9434000253677368
12,0.19131605327129364,0.9451500177383423,0.18507370352745056,0.9477999806404114
13,0.18330000340938568,0.9476500153541565,0.17825882136821747,0.9478999972343445
14,0.17584039270877838,0.9496666789054871,0.17252877354621887,0.948199987411499
15,0.16898705065250397,0.951200008392334,0.16739711165428162,0.9506000280380249
16,0.16211138665676117,0.953416645526886,0.1621948927640915,0.9514999985694885
17,0.1562480628490448,0.9550833106040955,0.1569317877292633,0.9546999931335449
18,0.1502426564693451,0.9563833475112915,0.15194205939769745,0.954800009727478
19,0.14477385580539703,0.9581000208854675,0.1458127796649933,0.9567999839782715
20,0.14002829790115356,0.959766685962677,0.1435040384531021,0.958299994468689
21,0.13500256836414337,0.9609333276748657,0.14039799571037292,0.9603999853134155
22,0.13061439990997314,0.9625666737556458,0.13747470080852509,0.9599000215530396
23,0.1266108751296997,0.9634333252906799,0.13263985514640808,0.960099995136261
24,0.12224273383617401,0.965316653251648,0.13283374905586243,0.9595999717712402
25,0.11834688484668732,0.9664333462715149,0.12608499825000763,0.9628999829292297
26,0.11504320800304413,0.9673500061035156,0.12289780378341675,0.9641000032424927
27,0.11124929040670395,0.968416690826416,0.12361016869544983,0.9616000056266785
28,0.10799197852611542,0.968833327293396,0.11919863522052765,0.9639999866485596
29,0.10487717390060425,0.9699333310127258,0.11972116678953171,0.963699996471405
30,0.10157030075788498,0.9712333083152771,0.11610572785139084,0.9652000069618225
31,0.09866948425769806,0.971916675567627,0.1130780279636383,0.9666000008583069
32,0.09629873186349869,0.9725833535194397,0.10903094708919525,0.9667999744415283
33,0.0932074785232544,0.9734166860580444,0.1082727313041687,0.9672999978065491
34,0.09087055176496506,0.9740333557128906,0.1065719872713089,0.9681000113487244
35,0.08837676048278809,0.9742000102996826,0.1042005643248558,0.9678000211715698
36,0.08600197732448578,0.975350022315979,0.1037306860089302,0.9685999751091003
37,0.0836867019534111,0.9760833382606506,0.10214512795209885,0.9692999720573425
38,0.08173803985118866,0.9768333435058594,0.10035204142332077,0.9700999855995178
39,0.07945481687784195,0.977316677570343,0.09904114156961441,0.9690999984741211
40,0.0772584080696106,0.9779333472251892,0.09941574186086655,0.9700000286102295
41,0.07523560523986816,0.9783166646957397,0.09710364043712616,0.97079998254776
42,0.07359550893306732,0.9795500040054321,0.09603091329336166,0.9706000089645386
43,0.07171779125928879,0.9798166751861572,0.09565689414739609,0.9707000255584717
44,0.0701027438044548,0.9805166721343994,0.09460721909999847,0.9714000225067139
45,0.06840033084154129,0.9805833101272583,0.0934293195605278,0.9718000292778015
46,0.06681491434574127,0.9811166524887085,0.09194169193506241,0.9718999862670898
47,0.0649464949965477,0.9816333055496216,0.09394160658121109,0.9714000225067139
48,0.06356599181890488,0.9824833273887634,0.0910281091928482,0.972599983215332
49,0.0620909258723259,0.9827499985694885,0.09033289551734924,0.9724000096321106
50,0.06070606783032417,0.9829833507537842,0.09007479250431061,0.9724000096321106
51,0.05931328237056732,0.9836999773979187,0.08787769824266434,0.9729999899864197
52,0.05794857069849968,0.9839166402816772,0.08707312494516373,0.9736999869346619
